age,time_on_site_minutes,pages_viewed,past_purchases,cart_value,will_purchase
49,1.7497614529076568,5,2,22.653737515773393,1
24,7.88502927158306,6,2,49.47539699756716,0
39,1.024237537727626,5,2,31.613519691692904,0
45,12.490110766381976,6,1,31.57260175226501,1
19,2.7628185325532177,4,0,60.65814052178138,1
59,0.4553103732011944,6,1,261.6480109562061,1
62,8.457271928417574,1,1,53.802416587700165,1
23,2.3381098026651683,6,1,79.00830989339339,0
45,3.7380083223234917,4,3,1.400227484908918,0
45,0.5956316246409842,11,2,83.14915255943015,1
61,0.012936795868905344,8,3,17.832024495778036,0
61,5.080351000085615,4,1,6.773912614021603,0
37,3.6198381461511664,1,1,6.014350706207703,0
47,4.501331177437549,2,3,56.95215769847274,0
28,7.893182189374771,4,0,301.96631397173263,1
45,5.200857260909065,5,2,54.859929176948384,1
42,0.9604865779624584,3,1,15.214165687387446,0
56,2.2374744641187645,2,1,11.364228864654342,0
50,11.816513537520603,4,2,37.32287267546596,1
18,7.3471778263506815,3,2,3.362539098396012,0
44,4.066832810278326,2,0,25.485548338614667,0
30,1.4761860223420398,4,0,54.86589194236275,0
58,1.7981142941150206,3,3,171.57603993146054,1
20,6.5830592323891235,5,1,27.72611576978899,0
56,9.524895967010789,5,0,11.17117580049007,1
23,5.564945754245562,3,1,85.01257179592449,1
25,8.291302249559308,6,0,68.16787661873795,1
44,7.276210493849931,1,1,98.20000028813467,1
26,0.8108535856946071,6,3,12.085665825723078,1
54,2.75775905980706,4,1,25.945594470797435,0
50,0.8301772958149239,1,0,199.64657322103804,1
59,1.3409372328634548,5,1,8.601276351000411,0
61,10.172708949222253,3,0,55.65343694428692,0
41,3.201748763258207,1,3,13.536951758960619,1
32,3.832441407862795,3,2,34.67326218508763,0
49,0.9827878396286533,3,0,80.59946968370916,0
49,1.8718077847921344,1,3,33.52879717172089,0
41,1.308422572530417,1,2,81.86144992815743,1
58,1.1545315467750648,7,0,27.785475594814514,0
29,5.080013836320112,1,1,367.1527938403548,1
56,1.4845145880362378,3,5,28.619826229742117,1
19,4.998572116379423,5,1,8.089458535226894,0
20,0.30116363053964446,1,0,25.69731737892501,0
54,0.764441347254709,1,1,67.85487532396125,0
34,1.6047484634542077,4,1,94.1732676761646,1
19,4.544675714543461,8,2,30.818872624692577,0
19,5.632609494473467,7,1,45.128864749723355,1
45,2.923410147385877,4,2,93.1810586812108,1
40,2.9510662646293433,3,1,83.97858422458339,0
54,6.446144094305377,5,3,53.60687866702912,1
49,0.07973790572623914,5,0,84.37729870507263,0
50,2.085841807555955,2,1,42.8905685175691,0
18,8.53820543535613,3,0,0.2329502627446277,0
36,4.621859108181329,6,1,2.1071216500605896,0
19,2.05661465416431,7,4,195.12442824579136,1
61,11.79708915798945,4,1,7.832225124475854,0
43,7.405723237343535,2,1,25.919072263288484,0
49,1.5387127061408787,7,0,135.76225739579712,0
23,5.182271333564202,3,3,10.848102606217907,0
49,4.528617909298847,4,2,92.82813149826005,1
21,2.5640372150235855,6,0,85.26099141830828,1
28,2.2860773705125177,3,2,214.6263178998943,1
34,2.104623532146552,1,0,16.54213397313427,0
55,4.800635588515437,3,0,18.940576245620733,0
41,2.9206561989094326,4,2,116.58936848467877,1
22,8.91488414637507,3,2,13.33381625074753,0
51,5.537295777238303,3,0,39.69270007218128,1
23,0.3624857664550684,4,2,61.43803493457902,0
39,5.110593225784038,2,3,15.864761983271833,0
28,1.5814190614197416,2,1,139.3651791925987,1
33,4.492401316150505,3,1,54.78545755374081,1
50,5.699233264496768,3,1,2.414328234013012,0
26,1.3122110670282314,5,2,7.293938652402152,0
23,3.051928352111501,2,2,10.584319924011817,0
33,1.055610884862699,4,2,14.049052989785729,0
46,0.26879152271193635,3,2,65.59226250635591,1
20,2.3779071694653324,4,2,4.6570651375254535,0
37,2.254490709542394,5,2,21.58491076379006,0
53,26.996759269600496,6,0,121.17176073970752,1
36,2.956134037845248,1,1,40.671782322268605,0
43,2.029097475520596,3,3,15.428030257353292,1
20,4.343160880525504,1,1,157.3932620769391,1
36,0.4647854201277945,1,3,14.006591832210392,0
37,16.30705580071041,2,0,117.7463791258462,1
49,5.0387423362812545,3,3,64.68934592301592,1
24,7.029176640053994,5,3,67.45398234704412,0
58,0.9345278658497892,4,2,72.39557893016608,0
50,2.63374069276518,1,0,35.31864399682852,0
57,2.7468717965010416,5,1,84.25624429767919,1
56,8.62442462830174,2,1,90.45334850938873,1
35,0.006187225394291128,2,3,22.35239472880843,0
57,1.789472067042037,7,1,25.569999285376387,0
18,19.879175444241866,2,2,109.80178755607245,1
28,3.2207046606559797,4,0,37.19353296400882,0
45,2.4105938524263872,8,1,100.8490699219043,1
42,0.6381953724886684,2,1,49.277949263467534,0
40,18.280053712919944,3,1,45.016902357847435,1
48,0.10114800740512962,1,2,1.5735505612275287,0
47,6.681433739469011,1,1,16.27919437031465,0
59,7.318033103061611,3,0,34.86354827448937,0
52,1.396299632924015,7,0,44.25379761662839,1
24,5.566981837137001,6,0,49.771368309990336,1
33,0.487673555288127,1,7,62.978297194404696,0
43,1.4856142597174895,6,0,53.38962170994061,0
19,7.753533958853458,8,3,94.38380508499564,1
18,10.000793472836083,3,2,17.51124259237088,0
29,4.688675291518414,2,2,51.30109280179725,0
22,3.5345921706366394,5,1,2.6257290556955106,0
54,0.867625916590504,5,2,32.71460337709209,0
49,0.3259418376321581,3,1,15.600990074417853,0
26,0.6258268761326533,1,0,23.973385499094217,0
58,1.289692812375332,2,1,21.89911166761033,0
52,2.0902789600071263,5,2,3.1166837946199393,0
36,2.3975192731866106,6,0,31.42847682982555,1
33,2.125700247488559,4,1,261.33973946116697,1
20,1.3659731680790042,2,3,17.757808952060667,0
37,3.563936422186178,4,1,66.61796258699518,1
41,8.723027735804484,8,3,39.68024615935599,1
50,1.640461997978668,3,1,19.668821119560853,0
41,14.270036869311106,5,0,4.69394854521129,1
28,10.331112960211378,4,0,12.158251301569264,1
25,0.8822792368791312,7,2,76.1294302286957,0
53,7.715348068300093,2,0,16.357206370642093,0
55,4.273478579538955,5,1,7.79191662964497,0
57,4.180186718569846,6,2,20.12086340927997,0
37,2.480036161120012,1,2,43.85866372994553,0
52,3.477279209163777,4,1,60.77919165756419,1
42,2.530673030979691,3,1,24.499284328643757,0
52,3.8797384740094305,6,2,34.47241719275696,1
42,4.943635834908681,9,2,30.34083186731938,1
46,5.608951268121961,1,2,0.45220625022041216,0
35,3.801578506215918,3,1,25.17599171243663,0
63,6.390287143507564,3,2,44.254117238094885,1
35,0.7615504944540981,3,2,42.19207560417578,1
19,1.1911748485195055,2,0,69.26825132110855,0
52,8.538976262639205,10,0,55.49011981730706,0
33,1.9469351139761926,5,2,16.2039434307793,0
58,0.11579979152872216,3,0,14.761771136282928,0
53,0.8349454091905708,7,2,31.194285076815277,0
50,1.2655300971593155,7,2,66.01965114977959,0
21,15.770462593611558,9,2,4.926269012989499,1
50,4.255341468589158,7,2,148.14059041760504,1
31,13.4952595726546,8,1,39.170350352448416,1
38,4.280252690251994,4,0,18.293597850552707,1
37,3.2634288805457556,2,1,59.109135589195574,1
25,1.882403892042975,4,1,2.2878438148669757,0
24,4.66173148245724,3,1,33.12090130666666,1
20,0.7494539737780366,4,1,33.27364818218099,1
34,11.426753671680467,3,1,8.835384299334658,1
50,8.840187520001187,4,0,90.81935759844981,1
29,1.9101941522984713,6,0,79.68121021153878,0
39,15.266545032169855,1,2,8.286934453761793,0
39,8.720586030097925,3,2,22.614260075216794,1
63,5.487667641222704,4,0,5.291895737003368,1
47,0.6491877513418166,5,2,94.3943889373973,1
55,3.252680558202134,5,1,19.52784723475756,0
55,3.527187539305063,7,1,28.92991805469193,0
62,1.323418590983834,2,1,19.568639891547683,0
25,0.416719974098126,2,1,18.555069356167614,1
44,7.4967247480629045,5,3,68.77805916502257,1
44,0.6507430441844257,2,2,68.83031891302032,1
51,4.51059255157866,3,0,36.46858905719819,0
38,13.779576409804184,8,3,53.59125687384623,1
47,10.441612004069965,2,1,35.83749709189391,0
50,1.6269378619313113,3,2,1.4502920695242796,0
45,9.534122527323618,9,4,3.414286424821434,1
64,0.0016628070645326948,2,3,24.204362536027624,0
50,0.08923054166893067,4,1,69.26401549785916,1
22,4.613470496745605,3,1,122.22254352119921,1
36,2.269062827196826,6,0,1.5079268276687592,0
21,2.442555941383408,3,4,22.945671884276493,0
52,4.155626117957697,7,0,12.666121613235276,0
34,1.0646200928511849,3,2,84.42548489590439,1
61,1.1897338430552984,3,3,93.52979225338383,0
45,3.3140752998351557,5,3,11.559344854041408,0
47,7.017274713089108,2,2,62.03655152324053,1
46,4.83131596062579,2,0,65.79292019870498,1
63,1.7645178101469123,3,2,9.743459310459572,1
23,2.81355316335694,7,0,28.431204797176342,1
52,0.9356540650502976,2,2,48.42366916583431,0
58,0.387807104059956,6,1,1.3206181309512626,0
54,7.632290858281648,2,0,25.925405687128723,0
41,1.5420600302976792,2,2,8.418461219107764,0
46,0.9786536230434755,3,1,39.03300701561033,1
63,5.882080924757292,6,1,92.5492332630634,0
48,4.8123497626444225,6,1,37.1961292565198,1
52,5.014551282968629,5,1,1.8323484067667588,1
50,1.2996510773513568,4,3,1.505295742252438,1
38,1.3240322214699245,5,3,46.507205656824695,1
49,1.2474545082053836,8,3,19.87347480826556,1
40,0.9543051465932877,2,4,42.50952741393287,1
50,5.3315533331317235,2,1,8.934633991948775,1
20,9.419896359084856,2,1,74.99832230437949,1
35,6.442526638823699,2,2,98.56334353778402,1
42,7.853337314722969,5,0,110.0129798558447,1
59,2.5942757808047903,2,3,18.125639612586994,0
48,5.307677948453637,3,2,54.04874248281719,0
20,2.186607696830129,4,0,16.35874663938542,0
57,3.7275170084663656,5,2,71.93347956873095,1
63,3.2853767779967527,3,1,6.421507149078347,0
41,0.9733098075692332,6,2,71.93516358851379,0
49,2.4475941735963724,7,2,28.966701851047667,0
64,16.59655847184531,1,1,96.7409162228878,1
39,1.4289543609274191,2,1,67.1485001236373,1
40,0.718218818126195,4,0,23.621900753714918,0
19,2.711414804363123,5,3,116.93092095078548,1
44,7.811286544567083,6,0,16.65748785796759,0
59,4.363142630236245,3,2,170.54516374505536,1
19,5.712426339158911,3,0,72.87950495613082,1
43,1.0517218580613956,4,3,233.75201820545644,1
34,4.824099683708484,6,2,2.770594334083712,0
57,1.9541170756413129,2,1,16.01274576792206,0
50,8.987983341515607,4,1,67.59740167804826,1
26,4.96179473963115,5,0,127.71264427456363,1
60,1.10857459756942,3,0,1.4596405428799495,0
56,0.33399432813105656,4,3,0.00046480093962965926,0
46,0.217843447882432,6,3,14.802020596385157,0
59,2.321368922222594,6,1,95.79091116692992,1
43,1.5452172991667315,5,0,72.86870660693154,0
52,5.193564921565877,4,0,20.796796478944714,1
42,3.459078686406495,6,1,0.10066448268225635,0
41,1.546362575125212,4,2,40.45099795328708,0
30,0.8081129974911667,1,1,13.587514429337833,1
24,0.6802428628267022,3,1,68.44412722182382,0
53,9.999840228144086,2,4,29.561097732384845,0
62,1.3951181155873682,4,3,56.75374045217212,0
37,5.273608365842048,4,1,95.6315936910071,0
18,8.32173943213004,1,3,38.367659362552814,1
25,4.7606429122247365,4,3,20.47030875063529,0
63,9.815060901026744,4,2,73.38466770994404,1
33,2.4911408754114897,7,2,15.406978010553898,1
31,15.64314112901883,4,3,111.05892706882332,1
29,0.7144178218804793,7,4,3.7053488164074277,0
40,0.5387586932010129,3,2,90.23270476927992,0
32,5.374852059645732,1,5,4.801086644811944,1
45,14.308729795770764,5,3,2.8887114865956964,1
51,8.274359442497612,8,1,22.569453005712525,1
19,0.3974722785783309,6,0,156.80647853226313,0
49,1.6381313862575542,2,1,205.177502727373,0
40,13.31912971258175,1,2,11.286751625527431,0
39,1.4588416010157208,2,0,8.045866852013464,0
42,7.597310214605654,2,4,21.766842828219957,1
39,8.718624979139298,4,1,20.555563954810292,0
39,3.420462525322484,2,4,71.27107354220418,0
59,2.4416438471809485,1,0,29.349261174310513,0
23,2.9903163355756095,4,2,75.67993584155495,1
32,1.2871527895648174,3,2,69.0579976441021,1
60,11.008765303080049,3,0,43.17429260283902,0
54,2.9948214225040792,7,2,89.6416321661682,0
50,10.70485908676899,3,1,10.885898978709776,1
25,0.558533494667072,4,3,8.825553261782433,1
61,22.230275389672514,4,3,69.44493918483258,1
61,2.9284022097314217,2,1,14.03843870019391,0
22,0.2450627515460369,2,0,0.13991476997604285,0
56,0.19381769919940453,4,2,121.49829689351073,1
21,6.8561865969490725,7,1,48.76715753250346,1
23,5.379885065021632,3,2,29.433745784718486,0
62,8.100739251299633,6,1,64.68329961865149,1
49,0.5567114875466499,4,0,20.273135389198696,0
47,0.18109462374251406,4,0,153.59402391960458,0
64,3.5522733688342645,4,2,3.554411597578454,1
52,2.4518091431169373,5,0,51.21442926013189,1
57,3.0989904648045603,4,2,75.0941240122328,0
33,23.890723139595135,2,1,31.661520026668498,0
30,17.65937129074372,3,3,70.31839568912298,1
59,14.263824299083502,5,1,130.8034582092314,1
47,7.658743940585317,6,1,68.12770046574258,1
36,2.1912951966888743,3,0,18.507325912656892,1
34,2.6562551319659384,3,1,41.25928437256463,0
36,3.988274119183352,3,0,121.29615524612456,1
45,8.875528277253848,3,1,29.80989228908583,0
43,0.35593799347513266,3,1,57.237810809833825,1
54,2.7608158902391478,2,1,31.322554912447746,0
43,0.4311547541482782,3,0,6.468099516056319,0
40,3.6145031504273857,5,1,3.0192319366610505,0
26,11.458266516983969,2,3,152.1139055156894,1
29,7.627435592528387,4,2,47.40736191884251,1
18,1.2928331371700472,4,3,5.4804158582048474,1
18,18.646601272904483,3,0,97.39911017836006,1
64,5.503327946936278,5,2,36.97978376256844,0
51,0.05241224397094305,4,2,73.90559705067668,0
49,1.474631138397999,3,2,6.777024511246693,0
42,1.5103473823155538,8,2,118.70965753520903,1
57,0.35884596461860263,6,6,44.645246161209656,1
62,16.072740773272102,3,2,67.02031176089866,1
18,3.2528844040104583,4,2,1.5941289388718565,0
33,11.307916247088343,5,0,18.939082479512077,0
56,1.9446294662776922,4,1,15.560871063532716,0
22,0.6689918294811602,8,2,149.38324044954422,1
39,3.2154663135205075,4,1,10.249133699596769,0
46,0.6049469227856185,3,4,61.38796136183552,0
20,3.327810877083699,7,1,2.1847192186918862,0
29,12.647251632131407,4,1,11.012642028256675,0
43,3.6778537620434983,4,1,20.66962391111175,1
33,4.792074730185483,8,1,79.11688511310727,1
54,0.8517975627240998,5,4,78.02681154838585,0
39,0.22360431097429095,2,0,152.45861641671874,1
46,0.5872102562522861,6,0,124.30587072352226,1
31,4.5631319649137705,7,1,4.251463227016091,0
45,0.499166312145431,4,2,88.55895197337259,0
22,2.3579675817640138,4,3,29.99865307458416,0
64,3.993560146107868,6,0,100.45328854771552,1
47,2.460451150945155,1,2,4.676332396376649,1
63,0.893742547476313,5,0,86.51509426429338,1
22,1.5995892512497303,2,2,8.696395252849733,0
29,13.17754545971308,5,2,20.311392201063637,1
33,5.6347852985284295,7,1,1.463634773635595,0
43,3.4263696671570814,1,2,6.603941729875203,0
43,0.06398208000343096,5,2,29.504796146474554,1
38,24.408177338847246,5,0,85.28046544843517,1
56,5.565406329876056,4,3,74.28800787784942,0
53,1.9057346134853224,3,1,13.413437600291406,1
50,10.570937662673368,3,2,8.225483666246701,0
47,1.4949395178673264,4,1,24.654480622333633,0
54,3.926494139928126,2,2,107.39387721787242,1
40,5.053979180479155,3,2,4.793896125951373,0
27,1.249127930842529,1,5,39.14418723079627,1
22,19.174679953865606,1,2,4.650053759147141,1
53,6.895440066229675,3,1,31.763929058029415,0
51,4.080114597217871,2,3,6.7790466984962094,0
48,0.995881607381408,3,0,4.187395485697545,0
27,0.2768141713395642,5,2,10.588507038817264,0
36,1.928752368423451,2,1,14.73573849116213,0
49,6.995628375563046,5,3,16.16652497761876,0
18,1.5689756720781654,4,1,51.81962777378495,0
22,3.877822582532093,2,0,2.8275586218633597,0
62,6.50879514172671,4,0,4.213070439503848,0
21,0.5711302411036732,5,0,10.456248709282939,0
33,5.78064585441472,3,0,102.81089322363499,1
41,0.4818435816877039,3,0,49.524444682484805,0
33,16.780605115268422,2,0,65.53516830860626,1
19,3.3510036783127184,3,3,23.13052374888713,1
45,0.8165733342396507,4,2,11.990352793999056,1
49,2.095667755862838,2,5,1.935033190190897,0
44,2.667200822949978,5,0,33.52386671395156,0
37,7.097911768959495,1,0,42.69878453724717,0
41,6.801647641000815,5,1,113.652671050061,1
29,4.732983071771434,3,0,106.89294603082631,1
52,0.5598600204040609,4,2,27.641891877640965,0
50,0.8218347778072013,3,1,27.545756223929136,1
50,0.4922385470840931,6,1,8.784553161960366,1
60,4.303958272559376,1,3,14.883185371147006,0
54,10.483485491247595,4,2,129.95771114479493,1
29,2.844044055144115,6,1,7.601413990176222,0
20,0.8768181408426159,1,1,173.2061350253691,1
18,4.082705798725675,6,2,35.13347372343475,1
50,8.349980942752717,4,1,30.49610247169389,1
57,6.768401378616762,3,1,9.596683112182266,0
27,10.662135216266952,3,0,54.1676528316573,1
60,1.6279727495188805,3,1,30.79500516145608,0
61,1.0780715073649247,5,1,23.154425130146077,0
46,10.593677102732965,2,0,15.361339514273126,0
30,5.358298662443914,4,2,3.4400089498923667,0
29,1.8620543190348349,7,1,36.628519832091996,0
48,6.780728190259081,3,2,18.764378244371354,1
63,8.44019787423806,1,1,61.526997484084625,0
19,4.772277138485035,5,1,64.2812658762211,1
52,5.82190358723917,2,4,20.181365759562812,0
40,2.3520978142119424,6,1,55.30007865048038,0
34,3.86848648093189,2,1,14.965823873593372,0
43,3.7133593647706817,3,3,64.94600231107098,1
25,9.420946114543753,7,0,0.8103892473825598,1
46,9.16178182924192,3,2,8.220669494838036,0
43,8.939249687491973,7,2,14.05245012620028,1
27,0.05546456878785035,2,1,74.1260551790046,0
43,6.922389748350023,4,0,3.4340881238408145,0
51,7.108082332957142,3,0,10.416265766536636,1
58,5.671904472571355,3,2,22.206978753458436,1
24,7.0583615292582556,5,1,0.46086718241883406,1
21,9.224863706812629,5,1,71.79965172156594,0
62,3.177402212876575,6,1,41.06097785784246,1
28,3.486280186696435,2,2,115.47010732966838,1
46,0.6660232695408157,7,1,1.576134646718685,0
53,2.433721949882433,5,1,15.830880400172365,0
42,5.155214668265648,4,2,65.69899333828077,1
38,7.5797327499075005,1,0,56.219497726075716,0
53,1.2244483275723976,8,3,13.92339538450612,1
27,0.7414728800477295,1,3,45.278388316634214,0
54,5.438984994164921,5,1,78.9351680216389,1
26,0.00940826361775102,1,0,1.697527816299553,0
41,0.9823412613127267,5,1,63.22656669528441,1
52,0.1475116279532641,5,2,14.524103781158773,1
52,0.9129186629243455,2,2,147.68279030347088,1
53,1.0003055615788885,3,1,38.63335855781308,0
35,2.452448983674687,3,4,1.6978112428882364,0
56,2.573558529780538,6,3,25.82798651740873,0
49,10.36779322391335,11,4,169.53046897479106,1
41,3.5678690800316195,3,2,65.535786576725,1
40,6.426000445780909,3,1,17.867973457666398,1
49,0.5498408950468257,4,0,42.81476178565515,0
54,1.2772927301325863,3,2,45.70233203900709,0
29,6.069163619472696,4,2,1.1812523721835255,1
30,0.2712459804951291,8,2,9.85146098308144,0
40,3.333477285381071,2,0,40.12321324639645,0
42,4.573571945564143,2,0,25.771188828527862,1
52,4.608346402501863,3,1,10.53838584991016,0
58,0.11599929425785581,1,2,74.06735037455722,0
47,1.9438365100209698,3,6,33.56878352937229,1
34,5.059751315398744,3,2,18.55123790211698,1
37,0.8067142018045923,5,0,8.817611223043375,0
42,5.944036066046295,4,0,47.22979896661776,0
39,6.850633009085254,4,3,54.86984677465897,1
30,20.078366711973597,5,1,55.37214064836672,1
36,1.177611735044157,2,2,12.441491890245441,0
53,8.718581281675416,4,2,45.23520672750742,1
29,3.6729361731009185,7,1,117.90830720717618,0
58,2.3377340177287773,1,2,21.784949066883925,1
36,0.652689430056336,3,8,11.834680293292008,1
